created_at,date,year,hour,weekday,tweet_text_raw,tweet_text,favorites,retweets,is_retweet,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
2009-12-03 20:39:09,2009-12-03,2009,20,Thursday,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat http://bit.ly/sqvQq,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat,8.0,40.0,False,0.006264264229685068,0.39044687151908875,0.6032888889312744,0.5970246247015893,Positive
2009-05-08 22:40:15,2009-05-08,2009,22,Friday,New Blog Post: Celebrity Apprentice Finale and Lessons Learned Along the Way: http://tinyurl.com/qlux5e,New Blog Post: Celebrity Apprentice Finale and Lessons Learned Along the Way:,24.0,11.0,False,0.005163578782230616,0.7417493462562561,0.2530870735645294,0.2479234947822988,Neutral
2009-07-15 15:40:35,2009-07-15,2009,15,Wednesday,Donald Trump backs 'Apprentice' Randal Pinkett for N.J. Lieutenant Governor: http://tinyurl.com/mvovzb,Donald Trump backs 'Apprentice' Randal Pinkett for N.J. Lieutenant Governor:,6.0,6.0,False,0.006548634264618158,0.8704786896705627,0.12297270447015762,0.11642407020553946,Neutral
2009-06-26 18:51:16,2009-06-26,2009,18,Friday,"RE: Michael Jackson: ""He was a great friend and a spectacular entertainer. It’s a devastating loss!"" -Donald J. Trump","RE: Michael Jackson: ""He was a great friend and a spectacular entertainer. It’s a devastating loss!"" -Donald J. Trump",221.0,86.0,False,0.7372216582298279,0.19829614460468292,0.06448221951723099,-0.6727394387125969,Negative
2009-05-15 16:13:13,2009-05-15,2009,16,Friday,"Enter the ""Think Like A Champion"" signed book and keychain contest: http://www.trumpthinklikeachampion.com/contest/","Enter the ""Think Like A Champion"" signed book and keychain contest:",8.0,14.0,False,0.004777229391038418,0.6070418357849121,0.3881809413433075,0.3834037119522691,Neutral
2009-05-23 18:11:19,2009-05-23,2009,18,Saturday,Did you know Donald Trump is on Facebook? http://www.facebook.com/DonaldTrump - Become a fan today!,Did you know Donald Trump is on Facebook? - Become a fan today!,77.0,54.0,False,0.005891230423003435,0.1423587203025818,0.8517500758171082,0.8458588453941047,Positive
2009-05-13 19:38:28,2009-05-13,2009,19,Wednesday,"Listen to an interview with Donald Trump discussing his new book, Think Like A Champion: http://tinyurl.com/qs24vl","Listen to an interview with Donald Trump discussing his new book, Think Like A Champion:",16.0,14.0,False,0.005962400697171688,0.7711043357849121,0.22293323278427124,0.21697083208709955,Neutral
2009-05-12 16:07:28,2009-05-12,2009,16,Tuesday,"""My persona will never be that of a wallflower - I’d rather build walls than cling to them"" --Donald J. Trump","""My persona will never be that of a wallflower - I’d rather build walls than cling to them"" --Donald J. Trump",1965.0,1399.0,False,0.23554006218910217,0.5717381834983826,0.19272170960903168,-0.042818352580070496,Neutral
2009-08-21 16:32:45,2009-08-21,2009,16,Friday,"Watch the Miss Universe competition LIVE from the Bahamas - Sunday, 8/23 @9pm (ET) on NBC: http://tinyurl.com/mrzad9","Watch the Miss Universe competition LIVE from the Bahamas - Sunday, 8/23 @9pm (ET) on NBC:",6.0,15.0,False,0.004367033019661903,0.8772261738777161,0.11840682476758957,0.11403979174792767,Neutral
2009-06-21 16:47:41,2009-06-21,2009,16,Sunday,- Wishing a Happy Father's Day to all the Dad's out there - YOU are a champion today and everyday! http://tinyurl.com/kn95ju,- Wishing a Happy Father's Day to all the Dad's out there - YOU are a champion today and everyday!,122.0,62.0,False,0.003011804074048996,0.009970596060156822,0.9870175719261169,0.984005767852068,Positive
2009-10-05 16:37:38,2009-10-05,2009,16,Monday,"- Read what Donald Trump has to say about daughter Ivanka's upcoming new book, The Trump Card: http://tinyurl.com/ycsqmda","- Read what Donald Trump has to say about daughter Ivanka's upcoming new book, The Trump Card:",8.0,8.0,False,0.011079536750912666,0.9384890198707581,0.050431348383426666,0.039351811632514,Neutral
2009-09-29 17:28:23,2009-09-29,2009,17,Tuesday,"""A lot of people have imagination, but can't execute--you have to execute with the imagination."" --Donald J. Trump http://tinyurl.com/pqpfvm","""A lot of people have imagination, but can't execute--you have to execute with the imagination."" --Donald J. Trump",80.0,58.0,False,0.12289918959140778,0.5906167030334473,0.286484032869339,0.1635848432779312,Neutral
2009-11-16 22:06:10,2009-11-16,2009,22,Monday,"Donald Trump Partners with TV1 on New Reality Series Entitled, Omarosa's Ultimate Merger: http://tinyurl.com/yk5m3lc","Donald Trump Partners with TV1 on New Reality Series Entitled, Omarosa's Ultimate Merger:",5.0,16.0,False,0.027379004284739494,0.8936297297477722,0.07899125665426254,0.05161225236952305,Neutral
2009-05-22 04:59:39,2009-05-22,2009,4,Friday,"""Keep it fast, short and direct - whatever it is."" --Donald J. Trump http://tinyurl.com/pqpfvm","""Keep it fast, short and direct - whatever it is."" --Donald J. Trump",70.0,52.0,False,0.053789764642715454,0.6444578170776367,0.3017524480819702,0.24796268343925476,Neutral
2009-05-17 00:22:45,2009-05-17,2009,0,Sunday,"""When the achiever achieves, it's not a plateau, it’s a beginning."" --Donald J. Trump http://tinyurl.com/pqpfvm","""When the achiever achieves, it's not a plateau, it’s a beginning."" --Donald J. Trump",48.0,20.0,False,0.004188991151750088,0.09556134790182114,0.9002496600151062,0.8960606688633561,Positive
2009-05-22 18:28:34,2009-05-22,2009,18,Friday,"Don't forget to enter the ""Think Like A Champion"" signed book and keychain contest: http://www.trumpthinklikeachampion.com/contest","Don't forget to enter the ""Think Like A Champion"" signed book and keychain contest:",4.0,12.0,False,0.003517552511766553,0.3242875933647156,0.6721948385238647,0.6686772860120982,Positive
2009-06-14 16:25:36,2009-06-14,2009,16,Sunday,Today is Donald Trump's Birthday! Send him your B'day wishes here: http://www.facebook.com/DonaldTrump,Today is Donald Trump's Birthday! Send him your B'day wishes here:,16.0,17.0,False,0.0023907783906906843,0.11319024115800858,0.8844189643859863,0.8820281859952956,Positive
2009-06-30 15:32:59,2009-06-30,2009,15,Tuesday,Watch a powerful and frank interview with Donald Trump about the economy on Greta Van Susteren's On The Record: http://tinyurl.com/mmjked,Watch a powerful and frank interview with Donald Trump about the economy on Greta Van Susteren's On The Record:,7.0,4.0,False,0.005915199406445026,0.3691435754299164,0.6249412298202515,0.6190260304138064,Positive
2009-11-26 20:55:38,2009-11-26,2009,20,Thursday,Wishing you and yours a very Happy and Bountiful Thanksgiving!,Wishing you and yours a very Happy and Bountiful Thanksgiving!,573.0,221.0,False,0.004308935254812241,0.015309616923332214,0.980381429195404,0.9760724939405918,Positive
2009-10-14 16:13:17,2009-10-14,2009,16,Wednesday,Watch video of Ivanka Trump sharing business advice with 4 entrepreneurial women on GMA: http://tinyurl.com/yk6hlfo,Watch video of Ivanka Trump sharing business advice with 4 entrepreneurial women on GMA:,10.0,11.0,False,0.009143028408288956,0.9291014671325684,0.061755482107400894,0.05261245369911194,Neutral
2009-06-16 01:13:05,2009-06-16,2009,1,Tuesday,Thanks to all for your thoughtful birthday wishes – Donald Trump,Thanks to all for your thoughtful birthday wishes – Donald Trump,36.0,36.0,False,0.0026974049396812916,0.01503134984523058,0.9822711944580078,0.9795737895183265,Positive
2009-05-18 16:26:00,2009-05-18,2009,16,Monday,"""We win in our lives by having a champion's view of each moment."" --Donald J. Trump http://tinyurl.com/pqpfvm","""We win in our lives by having a champion's view of each moment."" --Donald J. Trump",102.0,64.0,False,0.0050080278888344765,0.07366649061441422,0.9213255047798157,0.9163174768909812,Positive
2009-07-05 01:19:56,2009-07-05,2009,1,Sunday,Here's to a safe and happy Independence Day for one and all - Enjoy it! --Donald J. Trump,Here's to a safe and happy Independence Day for one and all - Enjoy it! --Donald J. Trump,30.0,25.0,False,0.0027892724610865116,0.01898929476737976,0.9782214760780334,0.9754322036169469,Positive
2009-10-22 15:57:04,2009-10-22,2009,15,Thursday,"Hear Donald Trump discuss big gov spending, banks, & taxes on Your World w/Neil Cavuto: http://tinyurl.com/yhnzd7p","Hear Donald Trump discuss big gov spending, banks, & taxes on Your World w/Neil Cavuto:",5.0,6.0,False,0.010188622400164604,0.9030089378356934,0.08680249750614166,0.07661387510597706,Neutral
2009-08-04 15:50:58,2009-08-04,2009,15,Tuesday,Browse Donald Trump's Summer Reading List for Business Success at the Trump University Blog: http://tinyurl.com/n5468r,Browse Donald Trump's Summer Reading List for Business Success at the Trump University Blog:,18.0,32.0,False,0.010166775435209274,0.8517047762870789,0.13812844455242157,0.1279616691172123,Neutral
2009-06-25 00:09:19,2009-06-25,2009,0,Thursday,Donald Trump’s commercial-free WWE Raw does big rating: http://tinyurl.com/nxvquo,Donald Trump’s commercial-free WWE Raw does big rating:,15.0,27.0,False,0.028514934703707695,0.591454029083252,0.380031019449234,0.3515160847455263,Neutral
2009-08-20 15:43:22,2009-08-20,2009,15,Thursday,-- Watch Donald Trump's recent appearance on The Late Show with David Letterman: http://tinyurl.com/klts6b,-- Watch Donald Trump's recent appearance on The Late Show with David Letterman:,8.0,4.0,False,0.0037458986043930054,0.9460819959640503,0.05017204210162163,0.04642614349722862,Neutral
2009-05-05 03:00:10,2009-05-05,2009,3,Tuesday,Donald Trump will be appearing on The View tomorrow morning to discuss Celebrity Apprentice and his new book Think Like A Champion!,Donald Trump will be appearing on The View tomorrow morning to discuss Celebrity Apprentice and his new book Think Like A Champion!,273.0,33.0,False,0.003935578279197216,0.473906546831131,0.5221579074859619,0.5182223292067647,Positive
2009-06-03 20:19:49,2009-06-03,2009,20,Wednesday,Check out Donald Trump's new iGoogle Showcase page: http://bit.ly/DdD2A,Check out Donald Trump's new iGoogle Showcase page:,20.0,14.0,False,0.00969446636736393,0.7877803444862366,0.20252518355846405,0.19283071719110012,Neutral
2009-05-08 15:38:08,2009-05-08,2009,15,Friday,Donald Trump reads Top Ten Financial Tips on Late Show with David Letterman: http://tinyurl.com/ooafwn - Very funny!,Donald Trump reads Top Ten Financial Tips on Late Show with David Letterman: - Very funny!,18.0,12.0,False,0.006476506590843201,0.1750352531671524,0.8184882402420044,0.8120117336511612,Positive
2009-08-29 18:23:56,2009-08-29,2009,18,Saturday,- Donald Trump bids to buy the Oreo Double Stuf Racing League. Check it out: http://www.nabiscoworld.com/oreo/dsrl/home.aspx,- Donald Trump bids to buy the Oreo Double Stuf Racing League. Check it out:,373.0,264.0,False,0.010548091493546963,0.9361539483070374,0.05329793319106102,0.04274984169751406,Neutral
2009-08-14 16:33:46,2009-08-14,2009,16,Friday,Ivanka is now on Twitter - You can follow her @ IvankaTrump - Have a terrific weekend!,Ivanka is now on Twitter - You can follow her @ IvankaTrump - Have a terrific weekend!,35.0,34.0,False,0.0015028250636532903,0.02222871407866478,0.9762684106826782,0.9747655856190249,Positive
2009-07-22 17:32:52,2009-07-22,2009,17,Wednesday,"Congrats to winners from around the world who entered the ""Think Like A Champion"" signed book/keychain contest! http://tinyurl.com/pqpfvm","Congrats to winners from around the world who entered the ""Think Like A Champion"" signed book/keychain contest!",10.0,9.0,False,0.0018646889366209507,0.03782321512699127,0.9603120684623718,0.9584473795257509,Positive
2009-06-08 22:15:29,2009-06-08,2009,22,Monday,"Last week to enter the ""Think Like A Champion"" signed book and keychain contest: http://www.trumpthinklikeachampion.com/contest/","Last week to enter the ""Think Like A Champion"" signed book and keychain contest:",3.0,9.0,False,0.004125931300222874,0.7286644577980042,0.26720961928367615,0.2630836879834533,Neutral
2009-09-14 17:50:14,2009-09-14,2009,17,Monday,Read Donald Trump's Top Ten Tips for Success: http://tinyurl.com/mcn8yl,Read Donald Trump's Top Ten Tips for Success:,36.0,29.0,False,0.021579565480351448,0.6379327774047852,0.3404877185821533,0.3189081531018019,Neutral
2009-05-17 17:00:03,2009-05-17,2009,17,Sunday,"""Don’t be afraid of being unique - it's like being afraid of your best self."" --Donald J. Trump http://tinyurl.com/pqpfvm","""Don’t be afraid of being unique - it's like being afraid of your best self."" --Donald J. Trump",67.0,38.0,False,0.07423599064350128,0.5095186829566956,0.4162452816963196,0.3420092910528183,Neutral
2009-06-05 20:21:37,2009-06-05,2009,20,Friday,"“If you don't have problems, you're pretending or you don't run your own business.” –Donald J. Trump http://tinyurl.com/pqpfvm","“If you don't have problems, you're pretending or you don't run your own business.” –Donald J. Trump",31.0,12.0,False,0.5249345898628235,0.4315311312675476,0.04353421926498413,-0.48140037059783936,Negative
2009-05-26 16:42:01,2009-05-26,2009,16,Tuesday,"""Your higher self is in direct opposition to your comfort zone."" --Donald J. Trump http://tinyurl.com/pqpfvm","""Your higher self is in direct opposition to your comfort zone."" --Donald J. Trump",73.0,42.0,False,0.02924354001879692,0.6481073498725891,0.32264912128448486,0.29340558126568794,Neutral
2009-12-23 18:38:18,2009-12-23,2009,18,Wednesday,"From Donald Trump: Wishing everyone a wonderful holiday & a happy, healthy, prosperous New Year. Let’s think like champions in 2010!","From Donald Trump: Wishing everyone a wonderful holiday & a happy, healthy, prosperous New Year. Let’s think like champions in 2010!",233.0,226.0,False,0.002795436419546604,0.015584549866616726,0.9816200733184814,0.9788246368989348,Positive
2009-05-28 20:03:34,2009-05-28,2009,20,Thursday,"""You have to know when to call it quits and when to keep moving forward."" --Donald J. Trump http://www.trumpthinklikeachampion.com","""You have to know when to call it quits and when to keep moving forward."" --Donald J. Trump",57.0,61.0,False,0.04592408984899521,0.7143341898918152,0.23974177241325378,0.19381768256425858,Neutral
2009-05-14 18:30:40,2009-05-14,2009,18,Thursday,"""Strive for wholeness and keep your sense of wonder intact."" --Donald J. Trump http://tinyurl.com/pqpfvm","""Strive for wholeness and keep your sense of wonder intact."" --Donald J. Trump",25.0,18.0,False,0.006895991507917643,0.1528291404247284,0.8402748107910156,0.833378819283098,Positive
2009-08-23 23:12:37,2009-08-23,2009,23,Sunday,Reminder: The Miss Universe competition will be LIVE from the Bahamas - Tonight @9pm (EST) on NBC: http://tinyurl.com/mrzad9,Reminder: The Miss Universe competition will be LIVE from the Bahamas - Tonight @9pm (EST) on NBC:,12.0,10.0,False,0.004344207234680653,0.8979988694190979,0.0976569876074791,0.09331278037279844,Neutral
2009-05-21 00:29:47,2009-05-21,2009,0,Thursday,Read a great interview with Donald Trump that appeared in The New York Times Magazine: http://tinyurl.com/qsx4o6,Read a great interview with Donald Trump that appeared in The New York Times Magazine:,10.0,8.0,False,0.0017819086788222194,0.03537876531481743,0.9628393650054932,0.961057456326671,Positive
2009-06-23 15:40:38,2009-06-23,2009,15,Tuesday,“Expand your life every day.” –Donald J. Trump http://tinyurl.com/pqpfvm,“Expand your life every day.” –Donald J. Trump,10.0,13.0,False,0.013594074174761772,0.29816028475761414,0.6882456541061401,0.6746515799313784,Positive
2009-11-02 15:57:56,2009-11-02,2009,15,Monday,"--Work has begun, ahead of schedule, to build the greatest golf course in history: Trump International – Scotland.","--Work has begun, ahead of schedule, to build the greatest golf course in history: Trump International – Scotland.",10.0,12.0,False,0.002460396382957697,0.09108006954193115,0.9064595699310303,0.9039991735480726,Positive
2009-08-11 16:50:47,2009-08-11,2009,16,Tuesday,"""Think. That’s the first step. Use all your power to utilize and develop that capability"" --Donald J. Trump http://tinyurl.com/pqpfvm","""Think. That’s the first step. Use all your power to utilize and develop that capability"" --Donald J. Trump",26.0,27.0,False,0.011972183361649513,0.2757064700126648,0.7123213410377502,0.7003491576761007,Positive
2010-10-14 16:00:16,2010-10-14,2010,16,Thursday,"Be sure to watch The Apprentice tonight, 10 p.m. on NBC--it's an episode you won't forget!","Be sure to watch The Apprentice tonight, 10 p.m. on NBC--it's an episode you won't forget!",9.0,40.0,False,0.0015410244232043624,0.04058925434947014,0.9578697085380554,0.9563286841148511,Positive
2010-04-06 15:33:50,2010-04-06,2010,15,Tuesday,"Last night Melania and I attended the Skating with the Stars Gala at Wollman Rink in Central Park, it was fantastic. Stay tuned for Part 2..","Last night Melania and I attended the Skating with the Stars Gala at Wollman Rink in Central Park, it was fantastic. Stay tuned for Part 2..",5.0,5.0,False,0.0014008209109306335,0.017536768689751625,0.9810623526573181,0.9796615317463875,Positive
2010-07-30 17:41:45,2010-07-30,2010,17,Friday,Enter the contest....http://www.facebook.com/sertamattress...and stay at Trump International Hotel Las Vegas,Enter the contest.... stay at Trump International Hotel Las Vegas,6.0,28.0,False,0.005342849064618349,0.7321756482124329,0.2624814212322235,0.25713857216760516,Neutral
2010-08-26 22:42:57,2010-08-26,2010,22,Thursday,The Miss Universe Pageant raked in some great ratings! A great job by everyone.,The Miss Universe Pageant raked in some great ratings! A great job by everyone.,13.0,44.0,False,0.0031949584372341633,0.011493122205138206,0.9853119254112244,0.9821169669739902,Positive
2010-06-06 01:33:42,2010-06-06,2010,1,Sunday,Tonight I trade places with Larry King @ kingsthings and interview him on the 25th anniversary of his show. 9PM on CNN featuring best clips.,Tonight I trade places with Larry King @ kingsthings and interview him on the 25th anniversary of his show. 9PM on CNN featuring best clips.,7.0,33.0,False,0.002899977844208479,0.4124208092689514,0.5846792459487915,0.581779268104583,Positive
2010-03-18 19:17:47,2010-03-18,2010,19,Thursday,I am happy to announce that theoriginal Apprentice --which will offer job opportunities to those in need--is coming back.,I am happy to announce that theoriginal Apprentice --which will offer job opportunities to those in need--is coming back.,15.0,47.0,False,0.0023163261357694864,0.024154914543032646,0.9735287427902222,0.9712124166544527,Positive
2010-11-24 19:41:32,2010-11-24,2010,19,Wednesday,My best wishes to everyone for a Happy Thanksgiving!,My best wishes to everyone for a Happy Thanksgiving!,390.0,206.0,False,0.002800195710733533,0.010628004558384418,0.9865717887878418,0.9837715930771083,Positive
2010-06-21 15:18:36,2010-06-21,2010,15,Monday,Tonight be sure to watch Melania and Ivanka on Larry King Live for a Celebrity Relief Telethon http://larrykinglive.blogs.cnn.com/,Tonight be sure to watch Melania and Ivanka on Larry King Live for a Celebrity Relief Telethon,4.0,21.0,False,0.005935370922088623,0.8446916937828064,0.14937296509742737,0.14343759417533875,Neutral
2010-06-21 17:18:47,2010-06-21,2010,17,Monday,"For more information on tonight's two hour telethon, 8 to 10 p.m.: http://twitter.com/kingsthings","For more information on tonight's two hour telethon, 8 to 10 p.m.:",4.0,16.0,False,0.005707735661417246,0.9171229600906372,0.07716924697160721,0.07146151131018996,Neutral
2010-04-01 20:51:10,2010-04-01,2010,20,Thursday,"Today's open call drew thousands of eager applicants. It was an impressive group, I enjoyed meeting them. We've got some great candidates!","Today's open call drew thousands of eager applicants. It was an impressive group, I enjoyed meeting them. We've got some great candidates!",5.0,11.0,False,0.003215360688045621,0.008290729485452175,0.9884938597679138,0.9852784990798682,Positive
2010-05-27 19:24:31,2010-05-27,2010,19,Thursday,"The Dunes here are amazing, and they're how I learned about geomorphology, which is the study of movement landforms. We've had a great trip","The Dunes here are amazing, and they're how I learned about geomorphology, which is the study of movement landforms. We've had a great trip",1707.0,672.0,False,0.002476197201758623,0.011346201412379742,0.9861775636672974,0.9837013664655387,Positive
2010-07-20 17:10:28,2010-07-20,2010,17,Tuesday,"I'm proud to accept the 2010 HollyRod Foundation Humanitarian Award from Holly Robinson Peete, who raised $700,000 on Celebrity Apprentice","I'm proud to accept the 2010 HollyRod Foundation Humanitarian Award from Holly Robinson Peete, who raised $700,000 on Celebrity Apprentice",15.0,77.0,False,0.0020969328470528126,0.039170634001493454,0.9587324857711792,0.9566355529241264,Positive
2010-08-19 21:15:36,2010-08-19,2010,21,Thursday,Four more days until the Miss Universe Pageant. Be sure to tune in on Monday night at 9 p.m. on NBC--it will be an amazing show.,Four more days until the Miss Universe Pageant. Be sure to tune in on Monday night at 9 p.m. on NBC--it will be an amazing show.,7.0,46.0,False,0.0013692807406187057,0.012860351242125034,0.9857703447341919,0.9844010639935732,Positive
2010-11-29 16:52:46,2010-11-29,2010,16,Monday,"Congratulations to Evan Lysacek for being nominated SI sportsman of the year. He's a great guy, and he has my vote! # EvanForSI","Congratulations to Evan Lysacek for being nominated SI sportsman of the year. He's a great guy, and he has my vote! # EvanForSI",8.0,34.0,False,0.0027675905730575323,0.012501285411417484,0.9847310781478882,0.9819634875748307,Positive
2010-09-01 23:38:38,2010-09-01,2010,23,Wednesday,I'll be on The Late Show with David Letterman tonight--be sure to tune in for a great show. 11:30 pm on CBS.,I'll be on The Late Show with David Letterman tonight--be sure to tune in for a great show. 11:30 pm on CBS.,7.0,49.0,False,0.0011335175950080156,0.015822743996977806,0.9830437302589417,0.9819102126639336,Positive
2010-06-17 16:38:36,2010-06-17,2010,16,Thursday,The Ultimate Merger: http://www.nydailynews.com/entertainment/tv/2010/06/17/2010-06-17_omarosa_is_back_and_this_time_its_personal.html,The Ultimate Merger:,7.0,21.0,False,0.00751069001853466,0.6690841913223267,0.32340508699417114,0.3158943969756365,Neutral
2010-04-16 17:55:06,2010-04-16,2010,17,Friday,"On Sunday, Jerome Bettis 'the bus' from the Pittsburgh Steelers will play at Trump Int'l Golf Club/Palm Beach against Julius Erving 'Dr J'","On Sunday, Jerome Bettis 'the bus' from the Pittsburgh Steelers will play at Trump Int'l Golf Club/Palm Beach against Julius Erving 'Dr J'",9.0,17.0,False,0.005536667536944151,0.9547300934791565,0.039733272045850754,0.0341966045089066,Neutral
2010-06-28 16:22:11,2010-06-28,2010,16,Monday,"""Trading Shots with Donald Trump""--a great article in the Wall Street Journal http://bit.ly/c9eZbq","""Trading Shots with Donald Trump""--a great article in the Wall Street Journal",10.0,26.0,False,0.0038224374875426292,0.07723086327314377,0.9189467430114746,0.915124305523932,Positive
2010-11-15 20:42:07,2010-11-15,2010,20,Monday,My interview last week with Greta van Susteren is available here in slightly abridged form. http://bit.ly/96ztOA Good info to know about.,My interview last week with Greta van Susteren is available here in slightly abridged form. Good info to know about.,18.0,39.0,False,0.003908328711986542,0.19875763356685638,0.7973340749740601,0.7934257462620735,Positive
2010-07-06 16:52:14,2010-07-06,2010,16,Tuesday,The new edition of The Apprentice will be on Thursdays this fall at 10 pm ET---I'm putting people back to work!,The new edition of The Apprentice will be on Thursdays this fall at 10 pm ET---I'm putting people back to work!,6.0,46.0,False,0.004526928532868624,0.4299231469631195,0.565549910068512,0.5610229815356433,Positive
2010-03-17 16:14:13,2010-03-17,2010,16,Wednesday,Olympic Gold Medalist Evan Lysacek just left my office. He is in town and wanted to meet me--he's a fanastic guy and a true champion.,Olympic Gold Medalist Evan Lysacek just left my office. He is in town and wanted to meet me--he's a fanastic guy and a true champion.,8.0,17.0,False,0.0027233909349888563,0.04657505825161934,0.9507015347480774,0.9479781438130885,Positive
2010-10-21 18:38:25,2010-10-21,2010,18,Thursday,Don't forget to tune in tonight to see another unpredictable and exciting episode of The Apprentice-- 10 pm on NBC,Don't forget to tune in tonight to see another unpredictable and exciting episode of The Apprentice-- 10 pm on NBC,5.0,36.0,False,0.001783945830538869,0.10560745745897293,0.8926085829734802,0.8908246371429414,Positive
2010-09-23 20:22:05,2010-09-23,2010,20,Thursday,Don't forget to tune in tonight at 10 p.m. on NBC for another action packed episode of The Apprentice. http://bit.ly/bnAuAv,Don't forget to tune in tonight at 10 p.m. on NBC for another action packed episode of The Apprentice.,9.0,47.0,False,0.0022469116374850273,0.26204559206962585,0.7357074618339539,0.7334605501964688,Positive
2010-10-01 17:59:59,2010-10-01,2010,17,Friday,Read Ivanka's blog about last night's Apprentice on Entertainment Weekly ...http://bit.ly/bMNF72,Read Ivanka's blog about last night's Apprentice on Entertainment Weekly ...,11.0,18.0,False,0.008905154652893543,0.9245424866676331,0.0665522962808609,0.05764714162796736,Neutral
2010-06-04 20:08:49,2010-06-04,2010,20,Friday,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest. http://larrykinglive.blogs.cnn.com/","Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest.",6.0,22.0,False,0.001619919203221798,0.2624231278896332,0.7359569668769836,0.7343370476737618,Positive
2010-05-21 15:54:57,2010-05-21,2010,15,Friday,Who's your pick-- @ bretmichaels or @ hollyrpeete ? Vote now on Ivanka's new Facebook page! http://ow.ly/1NfMt,Who's your pick-- @ bretmichaels or @ hollyrpeete ? Vote now on Ivanka's new Facebook page!,21.0,18.0,False,0.012320264242589474,0.8853598833084106,0.10231979936361313,0.08999953512102365,Neutral
